,Sentences,Date_1,Words,Date_2,Numbers,Date_3
2981,"For nowadays , the whale - fishery furnishes an asylum for many romantic , melancholy , and absent - minded young men , disgusted with the carking cares of earth , and seeking sentiment in tar and blubber .",sunday october 15 1978,talk,2/11/11,-2598,4 11 94
2982,"Childe Harold not unfrequently perches himself upon the mast - head of some luckless disappointed whale - ship , and in moody phrase ejaculates :--",21 october 1995,thirteen,sunday december 26 1976,4542,wednesday may 17 2006
2983,""" Roll on , thou deep and dark blue ocean , roll !",tuesday october 2 1979,defended,wednesday june 8 1983,4845,sunday may 7 2006
2984,"Ten thousand blubber - hunters sweep over thee in vain .""",tuesday february 12 1985,Take,19 jun 1981,5940,8 october 1985
2985,"Very often do the captains of such ships take those absent - minded young philosophers to task , upbraiding them with not feeling sufficient "" interest "" in the voyage ; half - hinting that they are so hopelessly lost to all honourable ambition , as that in their secret souls they would rather not see whales than otherwise .",thursday june 1 1995,playfulness,25 05 71,-6847,28 dec 2002
2986,"But all in vain ; those young Platonists have a notion that their vision is imperfect ; they are short - sighted ; what use , then , to strain the visual nerve ?",4/7/93,dispatches,monday february 25 1991,-6481,nov 9 1995
2987,They have left their opera - glasses at home .,november 11 2014,elegant,tuesday february 10 2009,-4010,sunday may 21 2017
2988,""" Why , thou monkey ,"" said a harpooneer to one of these lads , "" we ' ve been cruising now hard upon three years , and thou hast not raised a whale yet .",thursday june 5 1980,philosophic,19 jun 2002,-7339,6 september 1974
2989,"Whales are scarce as hen ' s teeth whenever thou art up here .""",05 jan 1978,t,11/21/85,7214,august 7 2001
2990,"Perhaps they were ; or perhaps there might have been shoals of them in the far horizon ; but lulled into such an opium - like listlessness of vacant , unconscious reverie is this absent - minded youth by the blending cadence of waves with thoughts , that at last he loses his identity ; takes the mystic ocean at his feet for the visible image of that deep , blue , bottomless soul , pervading mankind and nature ; and every strange , half - seen , gliding , beautiful thing that eludes him ; every dimly - discovered , uprising fin of some undiscernible form , seems to him the embodiment of those elusive thoughts that only people the soul by continually flitting through it .",aug 11 2002,now,sunday june 25 1972,5679,tuesday may 3 1994
2991,"In this enchanted mood , thy spirit ebbs away to whence it came ; becomes diffused through time and space ; like Crammer ' s sprinkled Pantheistic ashes , forming at last a part of every shore the round globe over .",july 29 2014,dawned,saturday november 10 1984,-4190,1 mar 1975
2992,"There is no life in thee , now , except that rocking life imparted by a gently rolling ship ; by her , borrowed from the sea ; by the sea , from the inscrutable tides of God .",22 aug 2004,connection,tuesday april 29 1997,-7598,7 august 1997
2993,"But while this sleep , this dream is on ye , move your foot or hand an inch ; slip your hold at all ; and your identity comes back in horror .",thursday may 27 2004,appeal,january 1 1980,6844,saturday march 22 2008
2994,Over Descartian vortices you hover .,thursday december 24 1981,intruded,saturday october 31 1998,-1065,31 jul 1986
2995,"And perhaps , at mid - day , in the fairest weather , with one half - throttled shriek you drop through that transparent air into the summer sea , no more to rise for ever .",saturday april 6 1974,Nancy,24 sep 1980,2654,30 march 1989
2996,"Heed it well , ye Pantheists !",sunday november 4 1984,Volume,20 february 2007,6468,31 10 08
2997,CHAPTER 36,tuesday june 10 2008,Surely,saturday april 30 2011,-2814,7 jul 1970
2998,The Quarter - Deck .,12.08.77,confession,wednesday june 9 1976,-3284,sunday october 10 2004
2999,"( ENTER AHAB : THEN , ALL )",15 09 98,beheld,23 apr 2020,-1222,04 oct 1992
3000,"It was not a great while after the affair of the pipe , that one morning shortly after breakfast , Ahab , as was his wont , ascended the cabin - gangway to the deck .",monday january 13 1992,unlikely,july 20 1977,-5369,sunday december 21 2008
3001,"There most sea - captains usually walk at that hour , as country gentlemen , after the same meal , take a few turns in the garden .",20 oct 1982,soul,wednesday october 23 1985,-9103,wednesday may 14 1997
3002,"Soon his steady , ivory stride was heard , as to and fro he paced his old rounds , upon planks so familiar to his tread , that they were all over dented , like geological stones , with the peculiar mark of his walk .",10/28/95,shrubberies,2 july 1999,8272,wednesday october 18 2000
3003,"Did you fixedly gaze , too , upon that ribbed and dented brow ; there also , you would see still stranger foot - prints -- the foot - prints of his one unsleeping , ever - pacing thought .",oct 8 2008,accidently,april 9 1985,-4313,30 dec 2009
3004,"But on the occasion in question , those dents looked deeper , even as his nervous step that morning left a deeper mark .",24 aug 2008,pace,wednesday may 8 1974,6050,february 10 2004
3005,"And , so full of his thought was Ahab , that at every uniform turn that he made , now at the main - mast and now at the binnacle , you could almost see that thought turn in him as he turned , and pace in him as he paced ; so completely possessing him , indeed , that it all but seemed the inward mould of every outer movement .",sunday january 24 2016,"),",saturday april 19 2014,4281,wednesday june 2 1993
3006,""" D ' ye mark him , Flask ?""",sunday august 14 1988,Ashamed,friday october 12 1984,520,1 march 2011
3007,"whispered Stubb ; "" the chick that ' s in him pecks the shell .",14 08 81,deviation,sep 25 2019,-3624,14.01.76
3008,"' Twill soon be out .""",thursday november 17 1977,expense,saturday october 15 2011,-6282,sunday march 13 2005
3009,"The hours wore on ;-- Ahab now shut up within his cabin ; anon , pacing the deck , with the same intense bigotry of purpose in his aspect .",wednesday september 29 1971,ingenious,tuesday april 7 2009,1997,june 1 2004
3010,It drew near the close of day .,friday august 18 1978,detract,thursday december 10 1981,-8684,november 19 1976
3011,"Suddenly he came to a halt by the bulwarks , and inserting his bone leg into the auger - hole there , and with one hand grasping a shroud , he ordered Starbuck to send everybody aft .",25 nov 1972,changes,03 oct 1992,1014,2/20/16
3012,""" Sir !""",25 may 1995,irksome,17 jul 2008,-4326,monday june 6 2016
3013,"said the mate , astonished at an order seldom or never given on ship - board except in some extraordinary case .",10 june 1993,summoned,thursday august 26 2010,-6673,monday november 12 2007
3014,""" Send everybody aft ,"" repeated Ahab .",wednesday december 17 1980,liberty,5/17/17,2795,12/30/91
3015,""" Mast - heads , there !",1/5/05,sensibly,jul 31 2010,-6274,tuesday february 20 2007
3016,"come down !""",12 october 1992,ones,saturday march 4 2000,6245,friday january 10 1975
3017,"When the entire ship ' s company were assembled , and with curious and not wholly unapprehensive faces , were eyeing him , for he looked not unlike the weather horizon when a storm is coming up , Ahab , after rapidly glancing over the bulwarks , and then darting his eyes among the crew , started from his standpoint ; and as though not a soul were nigh him resumed his heavy turns upon the deck .",friday august 3 1979,affects,aug 27 1992,1463,may 1 2014
3018,"With bent head and half - slouched hat he continued to pace , unmindful of the wondering whispering among the men ; till Stubb cautiously whispered to Flask , that Ahab must have summoned them there for the purpose of witnessing a pedestrian feat .",sunday july 14 2002,spraining,thursday january 10 2013,2606,8 12 95
3019,But this did not last long .,february 2 2015,",)",17 dec 1982,4666,august 24 2001
3020,"Vehemently pausing , he cried :--",02 jun 1991,names,may 13 2016,-5738,2 sep 1978
3021,""" What do ye do when ye see a whale , men ?""",tuesday march 22 2011,Richard,13 aug 1981,7730,friday july 9 2004
3022,""" Sing out for him !""",wednesday august 7 1991,roads,02 oct 2019,906,friday january 13 1995
3023,was the impulsive rejoinder from a score of clubbed voices .,9 oct 2003,board,sunday january 13 1991,3465,16.01.76
